Seller_id,Recency,Frequency,Total,R,F,M,RFM_score
SELLER_2219,420,3,7389.74,1,2,5,125
SELLER_2220,14,151,46722.64,4,5,5,455
SELLER_2221,242,1,204.76000000000002,2,1,1,211
SELLER_2222,12,409,59959.43,5,5,5,555
SELLER_2223,49,1,605.5699999999999,3,1,3,313
SELLER_2224,16,15,1691.05,4,4,4,444
SELLER_2225,98,195,14271.23,2,5,5,255
SELLER_2226,78,11,3312.4500000000003,3,4,4,344
SELLER_2227,61,32,4364.99,3,4,4,344
SELLER_2228,76,9,391.33000000000004,3,3,2,332
SELLER_2229,187,9,1829.47,2,3,4,234
SELLER_2230,248,5,590.05,1,3,2,132
SELLER_2231,53,5,631.01,3,3,3,333
SELLER_2232,447,3,95.24000000000001,1,2,1,121
SELLER_2233,55,9,879.01,3,3,3,333
SELLER_2234,12,117,16011.18,5,5,5,555
SELLER_2235,109,2,84.67999999999999,2,2,1,221
SELLER_2236,22,2,260.36,4,2,2,422
SELLER_2237,244,64,3579.59,2,5,4,254
SELLER_2238,63,3,199.31,3,2,1,321
SELLER_2239,203,3,88.74000000000001,2,2,1,221
SELLER_2240,61,9,3217.4,3,3,4,334
SELLER_2241,259,3,1199.31,1,2,3,123
SELLER_2242,32,2,165.5,4,2,1,421
SELLER_2243,332,8,751.91,1,3,3,133
SELLER_2244,20,4,355.71000000000004,4,2,2,422
SELLER_2245,224,27,2285.82,2,4,4,244
SELLER_2246,48,108,8098.61,3,5,5,355
SELLER_2247,346,3,117.87,1,2,1,121
SELLER_2248,90,2,1226.55,3,2,3,323
SELLER_2249,28,26,7464.299999999999,4,4,5,445
SELLER_2250,72,8,1573.77,3,3,3,333
SELLER_2251,12,18,628.05,5,4,3,543
SELLER_2252,130,32,2386.2,2,4,4,244
SELLER_2253,383,3,194.24,1,2,1,121
SELLER_2254,433,14,1522.93,1,4,3,143
SELLER_2255,4,69,3013.9,5,5,4,554
SELLER_2256,114,24,1557.09,2,4,3,243
SELLER_2257,91,10,996.2099999999999,3,3,3,333
SELLER_2258,52,4,319.97999999999996,3,2,2,322
SELLER_2259,118,5,1002.9000000000001,2,3,3,233
SELLER_2260,48,14,1944.03,3,4,4,344
SELLER_2261,332,2,740.97,1,2,3,123
SELLER_2262,22,1,498.14,4,1,2,412
SELLER_2263,178,1,125.52,2,1,1,211
SELLER_2264,19,1,30.32,4,1,1,411
SELLER_2265,11,5,1053.25,5,3,3,533
SELLER_2266,72,5,536.08,3,3,2,332
SELLER_2267,7,18,2876.1800000000003,5,4,4,544
SELLER_2268,451,1,49.04,1,1,1,111
SELLER_2269,153,2,206.82000000000002,2,2,2,222
SELLER_2270,102,6,304.72,2,3,2,232
SELLER_2271,37,14,8622.26,3,4,5,345
SELLER_2272,243,3,282.22,2,2,2,222
SELLER_2273,242,8,284.04,2,3,2,232
SELLER_2274,33,52,3816.06,4,5,4,454
SELLER_2275,11,150,11499.92,5,5,5,555
SELLER_2276,29,17,1099.09,4,4,3,443
SELLER_2277,89,8,1075.12,3,3,3,333
SELLER_2278,423,8,868.64,1,3,3,133
SELLER_2279,8,4,1084.5700000000002,5,2,3,523
SELLER_2280,17,108,9373.22,4,5,5,455
SELLER_2281,11,5,222.73,5,3,2,532
SELLER_2282,33,84,10112.54,4,5,5,455
SELLER_2283,4,19,2455.31,5,4,4,544
SELLER_2284,5,11,2247.46,5,4,4,544
SELLER_2285,6,15,1244.65,5,4,3,543
SELLER_2286,3,11,787.75,5,4,3,543
SELLER_2287,82,3,942.48,3,2,3,323
SELLER_2288,5,3,258.88,5,2,2,522
SELLER_2289,125,6,573.34,2,3,2,232
SELLER_2290,207,7,180.57,2,3,1,231
SELLER_2291,261,11,1213.15,1,4,3,143
SELLER_2292,38,1,113.69,3,1,1,311
SELLER_2293,5,158,22934.48,5,5,5,555
SELLER_2294,26,2,222.74,4,2,2,422
SELLER_2295,8,32,1839.6699999999998,5,4,4,544
SELLER_2296,126,55,13780.710000000001,2,5,5,255
SELLER_2297,33,13,1859.65,4,4,4,444
SELLER_2298,300,1,674.83,1,1,3,113
SELLER_2299,96,4,1376.94,2,2,3,223
SELLER_2300,16,76,27618.43,4,5,5,455
SELLER_2301,50,45,6151.59,3,5,5,355
SELLER_2302,357,20,1667.08,1,4,4,144
SELLER_2303,84,1,322.8,3,1,2,312
SELLER_2304,5,8,444.81,5,3,2,532
SELLER_2305,274,12,582.43,1,4,2,142
SELLER_2306,545,1,52.78,1,1,1,111
SELLER_2307,348,1,141.39000000000001,1,1,1,111
SELLER_2308,452,9,691.7,1,3,3,133
SELLER_2309,265,2,181.94,1,2,1,121
SELLER_2310,13,3,90.66,4,2,1,421
SELLER_2311,158,169,8338.86,2,5,5,255
SELLER_2312,550,1,102.9,1,1,1,111
SELLER_2313,58,3,283.74,3,2,2,322
SELLER_2314,5,26,2525.32,5,4,4,544
SELLER_2315,420,1,253.08,1,1,2,112
SELLER_2316,178,3,1296.77,2,2,3,223
SELLER_2317,15,35,30995.420000000002,4,4,5,445
SELLER_2318,33,4,291.22,4,2,2,422
SELLER_2319,517,1,27.59,1,1,1,111
SELLER_2320,256,1,217.71,1,1,2,112
SELLER_2321,22,2,398.93000000000006,4,2,2,422
SELLER_2322,190,8,820.57,2,3,3,233
SELLER_2323,17,4,305.51,4,2,2,422
SELLER_2324,430,2,513.08,1,2,2,122
SELLER_2325,47,19,1055.67,3,4,3,343
SELLER_2326,117,1,82.03,2,1,1,211
SELLER_2327,10,3,4133.21,5,2,4,524
SELLER_2328,78,16,3709.0800000000004,3,4,4,344
SELLER_2329,58,2,245.70000000000002,3,2,2,322
SELLER_2330,5,1040,227185.97,5,5,5,555
SELLER_2331,5,1,104.72,5,1,1,511
SELLER_2332,44,10,9284.88,3,3,5,335
SELLER_2333,7,1,76.64,5,1,1,511
SELLER_2334,30,237,9265.52,4,5,5,455
SELLER_2335,159,5,548.61,2,3,2,232
SELLER_2336,230,1,252.35,2,1,2,212
SELLER_2337,533,4,687.95,1,2,3,123
SELLER_2338,130,11,531.88,2,4,2,242
SELLER_2339,452,7,279.39,1,3,2,132
SELLER_2340,12,9,2718.74,5,3,4,534
SELLER_2341,2,3,574.63,5,2,2,522
SELLER_2342,432,4,174.28,1,2,1,121
SELLER_2343,484,6,723.87,1,3,3,133
SELLER_2344,14,15,4782.110000000001,4,4,4,444
SELLER_2345,157,4,456.22,2,2,2,222
SELLER_2346,35,13,2399.79,3,4,4,344
SELLER_2347,5,107,6019.36,5,5,5,555
SELLER_2348,7,6,310.73,5,3,2,532
SELLER_2349,32,6,246.23,4,3,2,432
SELLER_2350,21,2,420.16999999999996,4,2,2,422
SELLER_2351,28,1,109.72,4,1,1,411
SELLER_2352,42,24,7425.15,3,4,5,345
SELLER_2353,12,3,304.72,5,2,2,522
SELLER_2354,103,30,9415.91,2,4,5,245
SELLER_2355,175,27,3794.87,2,4,4,244
SELLER_2356,69,34,4033.99,3,4,4,344
SELLER_2357,378,12,7321.78,1,4,5,145
SELLER_2358,48,2,237.6,3,2,2,322
SELLER_2359,397,17,1571.71,1,4,3,143
SELLER_2360,5,364,47329.67,5,5,5,555
SELLER_2361,85,2,90.08000000000001,3,2,1,321
SELLER_2362,4,154,4281.12,5,5,4,554
SELLER_2363,441,5,1142.55,1,3,3,133
SELLER_2364,98,5,448.24,2,3,2,232
SELLER_2365,4,150,8115.3,5,5,5,555
SELLER_2366,6,6,1107.12,5,3,3,533
SELLER_2367,176,2,160.67,2,2,1,221
SELLER_2368,114,3,630.0600000000001,2,2,3,223
SELLER_2369,76,9,1278.9099999999999,3,3,3,333
SELLER_2370,195,3,146.22,2,2,1,221
SELLER_2371,49,1,339.56,3,1,2,312
SELLER_2372,26,26,2750.42,4,4,4,444
SELLER_2373,34,29,9029.59,4,4,5,445
SELLER_2374,12,69,16781.22,5,5,5,555
SELLER_2375,153,3,155.0,2,2,1,221
SELLER_2376,36,32,3287.98,3,4,4,344
SELLER_2377,11,10,1400.5700000000002,5,3,3,533
SELLER_2378,190,5,187.81,2,3,1,231
SELLER_2379,35,4,489.86,3,2,2,322
SELLER_2380,13,52,10464.26,4,5,5,455
SELLER_2381,439,10,268.37,1,3,2,132
SELLER_2382,13,63,6718.16,4,5,5,455
SELLER_2383,4,40,5254.34,5,5,4,554
SELLER_2384,91,1,205.64999999999998,3,1,2,312
SELLER_2385,46,13,826.2,3,4,3,343
SELLER_2386,26,8,949.73,4,3,3,433
SELLER_2387,8,126,11419.21,5,5,5,555
SELLER_2388,332,2,114.0,1,2,1,121
SELLER_2389,359,12,1862.35,1,4,4,144
SELLER_2390,234,13,1329.65,2,4,3,243
SELLER_2391,56,24,1087.07,3,4,3,343
SELLER_2392,175,67,13969.77,2,5,5,255
SELLER_2393,9,24,6724.47,5,4,5,545
SELLER_2394,15,13,2455.58,4,4,4,444
SELLER_2395,112,6,2117.09,2,3,4,234
SELLER_2396,20,14,2752.66,4,4,4,444
SELLER_2397,43,1,37.65,3,1,1,311
SELLER_2398,281,5,295.45,1,3,2,132
SELLER_2399,7,4,402.15999999999997,5,2,2,522
SELLER_2400,12,63,7296.47,5,5,5,555
SELLER_2401,98,49,3568.72,2,5,4,254
SELLER_2402,23,16,1812.93,4,4,4,444
SELLER_2403,20,11,2041.93,4,4,4,444
SELLER_2404,47,27,15442.710000000001,3,4,5,345
SELLER_2405,103,42,1222.73,2,5,3,253
SELLER_2406,501,9,547.34,1,3,2,132
SELLER_2407,334,1,37.68,1,1,1,111
SELLER_2408,38,1,65.35,3,1,1,311
SELLER_2409,14,3,150.94,4,2,1,421
SELLER_2410,354,1,225.21,1,1,2,112
SELLER_2411,194,8,572.86,2,3,2,232
SELLER_2412,57,5,412.93,3,3,2,332
SELLER_2413,46,10,893.96,3,3,3,333
SELLER_2414,384,5,518.41,1,3,2,132
SELLER_2415,257,11,9164.509999999998,1,4,5,145
SELLER_2416,14,2,96.41999999999999,4,2,1,421
SELLER_2417,202,42,16341.480000000001,2,5,5,255
SELLER_2418,8,4,301.09000000000003,5,2,2,522
SELLER_2419,477,6,791.6,1,3,3,133
SELLER_2420,407,8,777.23,1,3,3,133
SELLER_2421,6,15,1030.84,5,4,3,543
SELLER_2422,8,50,14477.11,5,5,5,555
SELLER_2423,4,1225,143241.88999999998,5,5,5,555
SELLER_2424,142,7,426.33000000000004,2,3,2,232
SELLER_2425,17,3,592.4000000000001,4,2,2,422
SELLER_2426,8,11,1695.73,5,4,4,544
SELLER_2427,8,84,4661.72,5,5,4,554
SELLER_2428,482,1,1435.58,1,1,3,113
SELLER_2429,245,2,58.14,2,2,1,221
SELLER_2430,450,2,3023.31,1,2,4,124
SELLER_2431,455,1,53.519999999999996,1,1,1,111
SELLER_2432,129,36,4352.52,2,5,4,254
SELLER_2433,406,1,97.71000000000001,1,1,1,111
SELLER_2434,155,1,28.009999999999998,2,1,1,211
SELLER_2435,6,8,658.4100000000001,5,3,3,533
SELLER_2436,42,19,2277.15,3,4,4,344
SELLER_2437,175,6,363.41,2,3,2,232
SELLER_2438,133,18,1994.93,2,4,4,244
SELLER_2439,319,1,94.77,1,1,1,111
SELLER_2440,10,2,322.08,5,2,2,522
SELLER_2441,134,104,5003.96,2,5,4,254
SELLER_2442,110,125,23192.18,2,5,5,255
SELLER_2443,223,5,1350.67,2,3,3,233
SELLER_2444,17,5,147.67,4,3,1,431
SELLER_2445,9,710,123476.34,5,5,5,555
SELLER_2446,28,13,1956.67,4,4,4,444
SELLER_2447,11,6,431.03999999999996,5,3,2,532
SELLER_2448,497,5,374.03000000000003,1,3,2,132
SELLER_2449,421,6,334.42,1,3,2,132
SELLER_2450,130,1,178.04000000000002,2,1,1,211
SELLER_2451,15,21,3280.01,4,4,4,444
SELLER_2452,69,1,121.62,3,1,1,311
SELLER_2453,153,2,502.39,2,2,2,222
SELLER_2454,164,4,183.53,2,2,1,221
SELLER_2455,25,324,10296.78,4,5,5,455
SELLER_2456,7,17,2328.25,5,4,4,544
SELLER_2457,81,6,311.43,3,3,2,332
SELLER_2458,228,3,572.17,2,2,2,222
SELLER_2459,253,2,71.18,1,2,1,121
SELLER_2460,37,5,394.46000000000004,3,3,2,332
SELLER_2461,254,4,330.09000000000003,1,2,2,122
SELLER_2462,245,1,71.66,2,1,1,211
SELLER_2463,18,10,2377.1000000000004,4,3,4,434
SELLER_2464,149,2,182.39000000000001,2,2,1,221
SELLER_2465,74,4,352.64,3,2,2,322
SELLER_2466,23,31,2319.15,4,4,4,444
SELLER_2467,13,43,1562.57,4,5,3,453
SELLER_2468,13,1,42.19,4,1,1,411
SELLER_2469,7,90,8842.17,5,5,5,555
SELLER_2470,39,29,2645.3,3,4,4,344
SELLER_2471,28,5,567.46,4,3,2,432
SELLER_2472,147,85,13408.21,2,5,5,255
SELLER_2473,78,51,4404.36,3,5,4,354
SELLER_2474,525,1,205.4,1,1,2,112
SELLER_2475,558,1,108.60000000000001,1,1,1,111
SELLER_2476,177,8,1393.11,2,3,3,233
SELLER_2477,304,1,50.1,1,1,1,111
SELLER_2478,56,5,1178.48,3,3,3,333
SELLER_2479,39,7,793.0699999999999,3,3,3,333
SELLER_2480,24,11,337.58,4,4,2,442
SELLER_2481,282,14,3413.52,1,4,4,144
SELLER_2482,403,1,65.81,1,1,1,111
SELLER_2483,81,7,1955.1200000000001,3,3,4,334
SELLER_2484,87,1,77.38,3,1,1,311
SELLER_2485,9,7,2659.97,5,3,4,534
SELLER_2486,19,10,1843.71,4,3,4,434
SELLER_2487,35,1,202.62,3,1,1,311
SELLER_2488,8,4,264.72,5,2,2,522
SELLER_2489,10,11,1556.14,5,4,3,543
SELLER_2490,114,135,10949.51,2,5,5,255
SELLER_2491,7,21,1491.39,5,4,3,543
SELLER_2492,422,1,216.60000000000002,1,1,2,112
SELLER_2493,96,2,287.51,2,2,2,222
SELLER_2494,161,5,354.89000000000004,2,3,2,232
SELLER_2495,195,1,105.28,2,1,1,211
SELLER_2496,104,9,2150.04,2,3,4,234
SELLER_2497,28,122,14779.6,4,5,5,455
SELLER_2498,19,2,172.77,4,2,1,421
SELLER_2499,29,1,39.17,4,1,1,411
SELLER_2500,368,3,453.44,1,2,2,122
SELLER_2501,6,161,12666.93,5,5,5,555
SELLER_2502,4,490,37703.840000000004,5,5,5,555
SELLER_2503,17,23,3648.09,4,4,4,444
SELLER_2504,41,21,4464.5199999999995,3,4,4,344
SELLER_2505,383,1,157.3,1,1,1,111
SELLER_2506,106,24,3611.4500000000003,2,4,4,244
SELLER_2507,113,32,6030.17,2,4,5,245
SELLER_2508,376,14,1443.45,1,4,3,143
SELLER_2509,8,31,3365.17,5,4,4,544
SELLER_2510,665,1,39.09,1,1,1,111
SELLER_2511,171,100,34637.66,2,5,5,255
SELLER_2512,276,6,4158.43,1,3,4,134
SELLER_2513,116,7,736.33,2,3,3,233
SELLER_2514,194,2,87.7,2,2,1,221
SELLER_2515,131,7,544.8199999999999,2,3,2,232
SELLER_2516,8,47,2361.79,5,5,4,554
SELLER_2517,324,1,35.74,1,1,1,111
SELLER_2518,32,1,81.34,4,1,1,411
SELLER_2519,23,11,669.1800000000001,4,4,3,443
SELLER_2520,267,1,82.22,1,1,1,111
SELLER_2521,193,3,645.97,2,2,3,223
SELLER_2522,10,23,971.92,5,4,3,543
SELLER_2523,79,1,188.92000000000002,3,1,1,311
SELLER_2524,61,1,55.95,3,1,1,311
SELLER_2525,137,10,2731.49,2,3,4,234
SELLER_2526,34,39,4189.52,4,5,4,454
SELLER_2527,44,1,169.15,3,1,1,311
SELLER_2528,303,1,338.74,1,1,2,112
SELLER_2529,247,1,26.98,2,1,1,211
SELLER_2530,22,22,4364.47,4,4,4,444
SELLER_2531,497,7,438.99,1,3,2,132
SELLER_2532,21,2,124.33,4,2,1,421
SELLER_2533,47,24,1705.92,3,4,4,344
SELLER_2535,243,44,4165.54,2,5,4,254
SELLER_2536,44,15,1519.37,3,4,3,343
SELLER_2537,275,1,46.01,1,1,1,111
SELLER_2538,105,72,11115.43,2,5,5,255
SELLER_2539,31,3,251.92000000000002,4,2,2,422
SELLER_2540,7,46,7491.7,5,5,5,555
SELLER_2541,5,671,59490.94,5,5,5,555
SELLER_2542,7,1,101.64,5,1,1,511
SELLER_2543,35,2,237.54000000000002,3,2,2,322
SELLER_2544,35,64,3909.77,3,5,4,354
SELLER_2545,242,15,1648.49,2,4,3,243
SELLER_2546,68,1,31.18,3,1,1,311
SELLER_2547,258,6,11612.7,1,3,5,135
SELLER_2548,65,23,1846.75,3,4,4,344
SELLER_2549,44,4,299.89,3,2,2,322
SELLER_2550,292,16,2196.0699999999997,1,4,4,144
SELLER_2551,540,1,43.31,1,1,1,111
SELLER_2552,536,4,665.46,1,2,3,123
SELLER_2553,112,127,13996.65,2,5,5,255
SELLER_2554,49,10,780.07,3,3,3,333
SELLER_2555,224,8,1695.0700000000002,2,3,4,234
SELLER_2556,7,2,186.29000000000002,5,2,1,521
SELLER_2557,325,1,108.86,1,1,1,111
SELLER_2558,8,56,4386.41,5,5,4,554
SELLER_2559,362,2,1447.95,1,2,3,123
SELLER_2560,328,1,184.71,1,1,1,111
SELLER_2561,56,28,4118.93,3,4,4,344
SELLER_2562,247,1,280.91,2,1,2,212
SELLER_2563,7,53,23324.48,5,5,5,555
SELLER_2564,129,1,530.17,2,1,2,212
SELLER_2565,14,67,8154.89,4,5,5,455
SELLER_2566,23,6,713.11,4,3,3,433
SELLER_2567,536,2,818.33,1,2,3,123
SELLER_2568,139,20,2559.56,2,4,4,244
SELLER_2569,10,14,4011.38,5,4,4,544
SELLER_2570,153,54,7535.52,2,5,5,255
SELLER_2571,23,9,2169.17,4,3,4,434
SELLER_2572,304,3,951.98,1,2,3,123
SELLER_2573,31,18,8645.73,4,4,5,445
SELLER_2574,544,4,264.99,1,2,2,122
SELLER_2575,40,5,934.5999999999999,3,3,3,333
SELLER_2576,18,58,55673.65,4,5,5,455
SELLER_2577,134,12,4877.64,2,4,4,244
SELLER_2578,9,4,314.56,5,2,2,522
SELLER_2579,8,8,441.23,5,3,2,532
SELLER_2580,175,7,442.99,2,3,2,232
SELLER_2581,168,9,1121.92,2,3,3,233
SELLER_2582,58,9,4214.29,3,3,4,334
SELLER_2583,78,15,2926.53,3,4,4,344
SELLER_2584,248,2,251.49,1,2,2,122
SELLER_2585,58,1,106.33,3,1,1,311
SELLER_2586,260,3,389.18,1,2,2,122
SELLER_2587,5,5,503.02,5,3,2,532
SELLER_2588,15,1,52.839999999999996,4,1,1,411
SELLER_2589,69,11,751.76,3,4,3,343
SELLER_2590,9,10,1097.17,5,3,3,533
SELLER_2591,41,2,166.99,3,2,1,321
SELLER_2592,33,320,35157.9,4,5,5,455
SELLER_2593,531,3,78.7,1,2,1,121
SELLER_2594,150,16,1050.0700000000002,2,4,3,243
SELLER_2595,427,16,1557.55,1,4,3,143
SELLER_2596,113,3,9779.46,2,2,5,225
SELLER_2597,286,3,2748.06,1,2,4,124
SELLER_2598,8,7,362.09000000000003,5,3,2,532
SELLER_2599,34,3,229.52999999999997,4,2,2,422
SELLER_2600,14,8,2330.89,4,3,4,434
SELLER_2601,466,1,31.71,1,1,1,111
SELLER_2602,4,84,11384.72,5,5,5,555
SELLER_2603,347,23,2772.41,1,4,4,144
SELLER_2604,394,2,189.01,1,2,1,121
SELLER_2605,481,1,23.46,1,1,1,111
SELLER_2606,229,2,436.66999999999996,2,2,2,222
SELLER_2607,23,44,2945.92,4,5,4,454
SELLER_2608,39,2,329.11,3,2,2,322
SELLER_2609,399,4,164.32,1,2,1,121
SELLER_2610,504,1,55.95,1,1,1,111
SELLER_2611,35,44,2119.79,3,5,4,354
SELLER_2612,18,23,2203.05,4,4,4,444
SELLER_2613,7,106,16453.98,5,5,5,555
SELLER_2614,109,10,1972.08,2,3,4,234
SELLER_2615,17,2,253.26,4,2,2,422
SELLER_2616,34,20,2117.06,4,4,4,444
SELLER_2617,48,19,4415.69,3,4,4,344
SELLER_2618,13,31,6305.7,4,4,5,445
SELLER_2619,56,1,40.38,3,1,1,311
SELLER_2620,66,5,366.57,3,3,2,332
SELLER_2621,42,3,85.01,3,2,1,321
SELLER_2622,426,1,170.29,1,1,1,111
SELLER_2623,32,28,47114.38,4,4,5,445
SELLER_2624,35,9,304.99,3,3,2,332
SELLER_2625,6,60,5292.54,5,5,4,554
SELLER_2626,38,25,3137.17,3,4,4,344
SELLER_2627,21,18,2671.46,4,4,4,444
SELLER_2628,41,1,367.08,3,1,2,312
SELLER_2629,359,12,12785.73,1,4,5,145
SELLER_2630,552,2,86.02,1,2,1,121
SELLER_2631,26,6,439.61,4,3,2,432
SELLER_2632,663,1,34.62,1,1,1,111
SELLER_2633,61,9,1396.49,3,3,3,333
SELLER_2634,8,515,132063.14,5,5,5,555
SELLER_2635,662,1,50.86,1,1,1,111
SELLER_2636,521,1,218.13,1,1,2,112
SELLER_2637,6,33,5461.43,5,4,5,545
SELLER_2638,125,25,3251.5,2,4,4,244
SELLER_2639,42,60,18582.0,3,5,5,355
SELLER_2640,13,38,6153.89,4,5,5,455
SELLER_2641,5,33,2958.79,5,4,4,544
SELLER_2642,25,5,436.65,4,3,2,432
SELLER_2643,6,108,32901.27,5,5,5,555
SELLER_2644,344,8,4466.3099999999995,1,3,4,134
SELLER_2645,32,14,4881.93,4,4,4,444
SELLER_2646,15,7,763.33,4,3,3,433
SELLER_2647,55,4,362.96999999999997,3,2,2,322
SELLER_2648,287,9,6354.92,1,3,5,135
SELLER_2649,6,193,11206.210000000001,5,5,5,555
SELLER_2650,103,3,529.47,2,2,2,222
SELLER_2651,50,7,780.25,3,3,3,333
SELLER_2652,34,6,388.49,4,3,2,432
SELLER_2653,45,7,1042.07,3,3,3,333
SELLER_2654,201,2,228.26,2,2,2,222
SELLER_2655,50,7,1397.14,3,3,3,333
SELLER_2656,437,44,5235.5,1,5,4,154
SELLER_2657,291,5,354.65,1,3,2,132
SELLER_2658,302,4,149.79,1,2,1,121
SELLER_2659,166,38,8194.539999999999,2,5,5,255
SELLER_2660,476,19,630.44,1,4,3,143
SELLER_2661,5,1,266.75,5,1,2,512
SELLER_2662,6,136,15230.58,5,5,5,555
SELLER_2663,33,3,240.2,4,2,2,422
SELLER_2664,130,60,14988.96,2,5,5,255
SELLER_2665,659,1,45.01,1,1,1,111
SELLER_2666,158,6,1100.57,2,3,3,233
SELLER_2667,165,1,62.379999999999995,2,1,1,211
SELLER_2668,7,80,8462.2,5,5,5,555
SELLER_2669,5,474,30078.6,5,5,5,555
SELLER_2670,24,27,2169.0099999999998,4,4,4,444
SELLER_2671,334,1,96.71000000000001,1,1,1,111
SELLER_2672,15,3,611.55,4,2,3,423
SELLER_2673,237,20,1215.1599999999999,2,4,3,243
SELLER_2674,302,10,719.39,1,3,3,133
SELLER_2675,119,7,1081.16,2,3,3,233
SELLER_2676,95,3,482.84999999999997,2,2,2,222
SELLER_2677,26,15,7686.31,4,4,5,445
SELLER_2678,441,2,212.57000000000002,1,2,2,122
SELLER_2679,463,5,236.47,1,3,2,132
SELLER_2680,438,2,216.23,1,2,2,122
SELLER_2681,2,26,3452.64,5,4,4,544
SELLER_2682,35,26,5019.6,3,4,4,344
SELLER_2683,546,15,783.0,1,4,3,143
SELLER_2684,38,42,4731.45,3,5,4,354
SELLER_2685,132,6,1378.41,2,3,3,233
SELLER_2686,4,7,212.54000000000002,5,3,2,532
SELLER_2687,137,11,13354.83,2,4,5,245
SELLER_2688,661,1,61.160000000000004,1,1,1,111
SELLER_2689,76,11,6811.42,3,4,5,345
SELLER_2690,233,1,42.49,2,1,1,211
SELLER_2691,34,29,4962.25,4,4,4,444
SELLER_2692,532,7,242.31,1,3,2,132
SELLER_2693,426,5,1086.6,1,3,3,133
SELLER_2694,237,1,24.0,2,1,1,211
SELLER_2695,14,3,436.05,4,2,2,422
SELLER_2696,8,241,56449.94,5,5,5,555
SELLER_2697,62,38,7519.570000000001,3,5,5,355
SELLER_2698,17,58,4062.12,4,5,4,454
SELLER_2699,85,1,346.27,3,1,2,312
SELLER_2700,27,1,57.11,4,1,1,411
SELLER_2701,110,35,4756.26,2,4,4,244
SELLER_2702,550,2,239.48,1,2,2,122
SELLER_2703,448,7,490.39,1,3,2,132
SELLER_2704,98,9,1052.7,2,3,3,233
SELLER_2705,6,2,218.13,5,2,2,522
SELLER_2706,336,9,941.21,1,3,3,133
SELLER_2707,14,22,3280.0,4,4,4,444
SELLER_2708,5,4,1475.24,5,2,3,523
SELLER_2709,7,2,199.5,5,2,1,521
SELLER_2710,68,10,4162.49,3,3,4,334
SELLER_2711,202,2,54.42,2,2,1,221
SELLER_2712,11,2,94.03999999999999,5,2,1,521
SELLER_2713,13,2,144.54000000000002,4,2,1,421
SELLER_2714,538,4,575.0699999999999,1,2,2,122
SELLER_2715,112,37,5412.16,2,5,4,254
SELLER_2716,72,1,153.31,3,1,1,311
SELLER_2717,7,26,8333.29,5,4,5,545
SELLER_2718,26,2,176.14,4,2,1,421
SELLER_2719,69,1,169.01,3,1,1,311
SELLER_2720,10,40,4602.57,5,5,4,554
SELLER_2721,131,78,11791.390000000001,2,5,5,255
SELLER_2722,36,18,11674.5,3,4,5,345
SELLER_2723,10,3,223.17000000000002,5,2,2,522
SELLER_2724,342,25,2225.38,1,4,4,144
SELLER_2725,160,9,1451.56,2,3,3,233
SELLER_2726,244,6,2160.47,2,3,4,234
SELLER_2727,168,30,12628.42,2,4,5,245
SELLER_2728,189,2,157.51,2,2,1,221
SELLER_2729,182,13,3606.09,2,4,4,244
SELLER_2730,263,6,215.89000000000001,1,3,2,132
SELLER_2731,516,3,112.58,1,2,1,121
SELLER_2732,5,35,2196.99,5,4,4,544
SELLER_2733,22,3,424.46000000000004,4,2,2,422
SELLER_2734,51,4,1657.4499999999998,3,2,3,323
SELLER_2735,49,5,5122.21,3,3,4,334
SELLER_2736,6,8,466.13,5,3,2,532
SELLER_2737,12,8,1102.57,5,3,3,533
SELLER_2738,11,17,3966.34,5,4,4,544
SELLER_2739,203,1,148.15,2,1,1,211
SELLER_2740,95,1,65.99,2,1,1,211
SELLER_2741,77,1,89.46000000000001,3,1,1,311
SELLER_2742,50,1,105.34,3,1,1,311
SELLER_2743,96,4,1174.4099999999999,2,2,3,223
SELLER_2744,5,258,30937.27,5,5,5,555
SELLER_2745,7,8,419.4,5,3,2,532
SELLER_2746,96,3,2341.76,2,2,4,224
SELLER_2747,53,1,66.69,3,1,1,311
SELLER_2748,154,1,51.62,2,1,1,211
SELLER_2749,10,4,381.52000000000004,5,2,2,522
SELLER_2750,30,1,28.22,4,1,1,411
SELLER_2751,27,2,338.63,4,2,2,422
SELLER_2752,98,7,394.71999999999997,2,3,2,232
SELLER_2753,403,2,103.5,1,2,1,121
SELLER_2754,59,5,936.67,3,3,3,333
SELLER_2755,429,1,313.43,1,1,2,112
SELLER_2756,107,18,7515.34,2,4,5,245
SELLER_2757,123,1,34.59,2,1,1,211
SELLER_2758,17,1,93.85,4,1,1,411
SELLER_2759,210,7,851.8000000000001,2,3,3,233
SELLER_2760,9,4,505.58000000000004,5,2,2,522
SELLER_2761,483,10,442.99,1,3,2,132
SELLER_2762,491,1,27.02,1,1,1,111
